,Name,Country,revid,0,Population,article_quality
12623,Jagdish Raj Dubey,India,769615091,Stub,1314097616,Stub
12624,Sheikh Mustafa Kamal,India,769615320,Start,1314097616,Start
12625,Devi Das Thakur,India,769615334,Stub,1314097616,Stub
12626,Nazir Ahmad Laway,India,769615410,Start,1314097616,Start
12627,Ghulam Mustafa Bhat,India,769617589,Stub,1314097616,Stub
12628,Ghulam Mohammad Mir Magami,India,769618705,Stub,1314097616,Stub
12629,S. A. Shamim,India,769620090,Stub,1314097616,Stub
12630,Suresh Paswan,India,769621650,Stub,1314097616,Stub
12631,Ram Chandra Sahis,India,769621787,Stub,1314097616,Stub
12632,Umakant Rajak,India,769621793,Stub,1314097616,Stub
12633,Jagannath Mahto,India,769621837,Stub,1314097616,Stub
12634,Mumtaz Begum (politician),India,769630655,Start,1314097616,Start
12635,Suresh Keswani,India,769641902,Stub,1314097616,Stub
12636,Women's Reservation Bill,India,770265831,Start,1314097616,Start
12637,Shriman Narayan,India,770300097,Stub,1314097616,Stub
12638,Dilip Kumar Saikia,India,770350230,Stub,1314097616,Stub
12639,Admiral K. Sangma,India,770580506,Stub,1314097616,Stub
12640,Brening Sangma,India,770580584,Stub,1314097616,Stub
12641,Masonsing Sangma,India,770580683,Stub,1314097616,Stub
12642,Shivinder Singh Sidhu,India,770785890,Stub,1314097616,Stub
12643,K. G. Kenye,India,771386645,Stub,1314097616,Stub
12644,Vinod Kumar Grover,India,771664470,Start,1314097616,Start
12645,Phillipole Marak,India,771835254,Stub,1314097616,Stub
12646,Khriehu Liezietsu,India,772135102,Stub,1314097616,Stub
12647,Harish Chandra Singh Rawat (politician),India,772317998,Stub,1314097616,Stub
12648,V. Chenthamarakshan,India,772709956,Stub,1314097616,Stub
12649,S. B. Tambe,India,773555949,Stub,1314097616,Stub
12650,Ashok Kumar Walia,India,773571501,Start,1314097616,Start
12651,Abdul Khaleque (Assamese politician),India,774012513,Stub,1314097616,Stub
12652,Santosh Meena,India,774491511,Stub,1314097616,Stub
12653,Yashodhar Phanse,India,774896841,Start,1314097616,Start
12654,Snehal Ambekar,India,775042583,Start,1314097616,Start
12655,Abdul Ghani Malik (politician),India,775457351,Stub,1314097616,Stub
12656,Bosiram Siram,India,775631159,Stub,1314097616,Stub
12657,Tangor Tapak,India,775631187,Start,1314097616,Start
12658,Santiuse Kujur,India,775636636,Start,1314097616,Start
12659,"Mir Laiq Ali Khan, Salar Jung II",India,775774630,Stub,1314097616,Stub
12660,Lokanath Misra,India,776197785,Stub,1314097616,Stub
12661,T Thangzalam Haokip,India,776198912,Stub,1314097616,Stub
12662,Satyadev Katare,India,776475986,Stub,1314097616,Stub
12663,Muhammad Akbar Khan (politician),India,776653040,Stub,1314097616,Stub
12664,R. K. Chaudhary,India,777322086,Stub,1314097616,Stub
12665,S. Pandi,India,777368063,Stub,1314097616,Stub
12666,R. Srinivasan,India,777455129,Stub,1314097616,Stub
12667,Shyamali Gupta,India,777508272,Stub,1314097616,Stub
12668,Hari Krishna Shastri,India,777623116,Stub,1314097616,Stub
12669,Onkar Singh (politician),India,777651279,Stub,1314097616,Stub
12670,K. B. Lall,India,777909303,Stub,1314097616,Stub
12671,K. C. Rastogi,India,777939801,Stub,1314097616,Stub
12672,K. G. Ambegaonkar,India,777940645,Stub,1314097616,Stub
12673,N. Rangaswamy,India,778419320,C,1314097616,C
12674,Mohammad Sultan Tantray,India,778594387,Stub,1314097616,Stub
12675,Pyarimohan Mohapatra,India,778598945,Start,1314097616,Start
12676,Bhaskar Tukaram Auti,India,778605969,Stub,1314097616,Stub
12677,Debojeet Thaosen,India,778618827,Stub,1314097616,Stub
12678,Kewal Singh Dhillon,India,778661491,Stub,1314097616,Stub
12679,Haji Hussain Ansari,India,778768586,Stub,1314097616,Stub
12680,K. D. Sharma,India,778783349,Stub,1314097616,Stub
12681,K. Selvaraj,India,778783483,Stub,1314097616,Stub
12682,Kanwal Sibal,India,778783779,Start,1314097616,Start
12683,Kihoto Hollon,India,778870925,Stub,1314097616,Stub
12684,Madhukar Bhosale,India,778882962,Stub,1314097616,Stub
12685,Murtaza Ahmed Khan,India,778907820,Start,1314097616,Start
12686,Parinay Phuke,India,778911531,Stub,1314097616,Stub
12687,Vishnu Sadashiv Kokje,India,778914952,Stub,1314097616,Stub
12688,Rajani Rai,India,778916079,Stub,1314097616,Stub
12689,S. K. Bhatnagar,India,778923186,Stub,1314097616,Stub
12690,Thangkhangin Ngaihte,India,778933957,Stub,1314097616,Stub
12691,Akbar Hydari,India,779062330,Start,1314097616,Start
12692,Narain Singh (politician),India,779475289,Stub,1314097616,Stub
12693,Sunil Singh (politician),India,779476840,Stub,1314097616,Stub
12694,Lajja Ram (politician),India,779476976,Stub,1314097616,Stub
12695,Sadabhau Khot,India,779542918,Stub,1314097616,Stub
12696,Saryoo Singh,India,779581694,Start,1314097616,Start
12697,Brajbir Saran Das,India,779665711,Stub,1314097616,Stub
12698,Arun Singh,India,779795100,Start,1314097616,Start
12699,Political families of Madhya Pradesh,India,779819115,Start,1314097616,Start
12700,Darshan Singh Kaypee,India,779939769,Stub,1314097616,Stub
12701,Kuka Parray,India,780399858,Stub,1314097616,Stub
12702,Anubhav Patnaik,India,780455934,Stub,1314097616,Stub
12703,Political views of Subhas Chandra Bose,India,780625216,B,1314097616,B
12704,Kamala Sinha,India,781604853,Start,1314097616,Start
12705,Parimal Nathwani,India,781815710,C,1314097616,C
12706,Suman Patil,India,782032727,Stub,1314097616,Stub
12707,Diwan Chaman Lall,India,782166820,Stub,1314097616,Stub
12708,Allah Bux Soomro,India,782209943,GA,1314097616,GA
12709,Garikapati Mohan Rao,India,782226599,Stub,1314097616,Stub
12710,Haji Abdul Salam,India,782233701,Stub,1314097616,Stub
12711,Doman Singh Nagpure,India,782257988,Stub,1314097616,Stub
12712,Maharaja Sir Kishen Pershad,India,782308382,Stub,1314097616,Stub
12713,Iftikhar Khan (governor),India,782354268,Stub,1314097616,Stub
12714,G. Raj Kumar,India,782436817,Stub,1314097616,Stub
12715,Mukrand Rai,India,782477269,Stub,1314097616,Stub
12716,K. Kannaiyan,India,782485801,Start,1314097616,Start
12717,Badal Patralekh,India,782631095,Stub,1314097616,Stub
12718,Kamal Singh Narzary,India,782691758,Stub,1314097616,Stub
12719,Political families of Uttar Pradesh,India,782768860,Start,1314097616,Start
12720,Manoj Pradhan,India,783261429,C,1314097616,C
12721,Sukhdev Rajbhar,India,783505381,Stub,1314097616,Stub
12722,Qudsia Begum,India,783597538,Start,1314097616,Start
12723,P. K. Banerjee (Indian diplomat),India,783625963,Stub,1314097616,Stub
12724,Political families of Andhra Pradesh,India,783796404,Start,1314097616,Start
12725,Mahipal Shastri,India,784082773,Stub,1314097616,Stub
12726,Meghraj Tawar,India,784334470,C,1314097616,C
12727,Melhupra Vero,India,784397096,Start,1314097616,Start
12728,P. V. Kurian,India,784634784,Stub,1314097616,Stub
12729,Chakravarthi V. Narasimhan,India,784647544,Start,1314097616,Start
12730,Shahab-ud-Din Virk,India,784656510,Stub,1314097616,Stub
12731,Abdul Haye,India,784656568,Start,1314097616,Start
12732,P. C. Bhattacharya,India,784789944,Start,1314097616,Start
12733,Uday Bhembre,India,784799587,C,1314097616,C
12734,Kandula Obul Reddy,India,785060541,Stub,1314097616,Stub
12735,Nagendra Nath Jha,India,785138921,Stub,1314097616,Stub
12736,Thakur Ram Singh (revolutionary),India,785155525,Stub,1314097616,Stub
12737,Nand Kumar Patel,India,785263010,Start,1314097616,Start
12738,Uday Mudliyar,India,785263204,Stub,1314097616,Stub
12739,S.M. Siddaiah,India,785288787,Stub,1314097616,Stub
12740,Sangram Yadav,India,785459160,Stub,1314097616,Stub
12741,Chandra Prakash Choudhary,India,785509091,Stub,1314097616,Stub
12742,Tirong Aboh,India,785792156,Stub,1314097616,Stub
12743,Pasang Dorjee Sona,India,785792184,Stub,1314097616,Stub
12744,Tatung Jamoh,India,785792198,Stub,1314097616,Stub
12745,Nyamar Karbak,India,785792204,Stub,1314097616,Stub
12746,Wanglin Lowangdong,India,785792222,Stub,1314097616,Stub
12747,Punji Mara,India,785792227,Stub,1314097616,Stub
12748,Mutchu Mithi,India,785792238,Stub,1314097616,Stub
12749,Takam Pario,India,785792256,Stub,1314097616,Stub
12750,Likha Saaya,India,785792287,Stub,1314097616,Stub
12751,Wanglam Sawin,India,785792289,Stub,1314097616,Stub
12752,Pani Taram,India,785792313,Stub,1314097616,Stub
12753,Tsering Tashi,India,785792318,Stub,1314097616,Stub
12754,Sudarshan Agarwal,India,785899430,Stub,1314097616,Stub
12755,Thottakkattu Madhaviamma,India,786044577,Stub,1314097616,Stub
12756,Narmada Akka,India,786112902,C,1314097616,C
12757,Khalil ur Rahman (politician),India,786230150,Stub,1314097616,Stub
12758,Datta Dalvi,India,786481109,Stub,1314097616,Stub
12759,Najm-i-Sani dynasty,India,786538040,Stub,1314097616,Stub
12760,Inder Pal Khosla,India,786591280,Stub,1314097616,Stub
12761,Meera Deepak Yadav,India,786691702,Stub,1314097616,Stub
12762,S. S. Kolkebail,India,786714076,Stub,1314097616,Stub
12763,P. Selvie Das,India,786876040,Stub,1314097616,Stub
12764,A. K. S. Usgaonkar,India,787142416,Stub,1314097616,Stub
12765,Manmohan Malhoutra,India,787157759,Stub,1314097616,Stub
12766,Template:India-poli-bio-book-stub,India,787357214,Stub,1314097616,Stub
12767,"Gandhi, Fighter Without a Sword",India,787357232,Stub,1314097616,Stub
12768,Matters of Discretion,India,787357762,Stub,1314097616,Stub
12769,Letters from a Father to His Daughter,India,787357964,Stub,1314097616,Stub
12770,Nekkhomang Neihsial,India,787683163,Stub,1314097616,Stub
12771,V. Venkatasubha Reddiar,India,787775041,Start,1314097616,Start
12772,"Political families of Punjab, India",India,788091312,Start,1314097616,Start
12773,Harmeet Singh Kalka,India,788225929,Stub,1314097616,Stub
12774,Arti Mehra,India,788226101,Stub,1314097616,Stub
12775,Praful Goradia,India,788226833,Stub,1314097616,Stub
12776,Karan Dev Kamboj,India,788227720,Stub,1314097616,Stub
12777,Rao Narbir Singh,India,788227958,Start,1314097616,Start
12778,Shamsheer Singh Manhas,India,788228676,Stub,1314097616,Stub
12779,Mahesh Poddar,India,788229081,Start,1314097616,Start
12780,Sanjay Kakade,India,788231384,Stub,1314097616,Stub
12781,Gangmumei Kamei,India,788232679,Stub,1314097616,Stub
12782,Radhabinod Koijam,India,788232701,Start,1314097616,Start
12783,Khwairakpam Loken Singh,India,788232721,Stub,1314097616,Stub
12784,Mohan Charan Majhi,India,788234283,Stub,1314097616,Stub
12785,Vembaukum Sadagopacharlu,India,788238079,Stub,1314097616,Stub
12786,Sami Venkatachalam Chetty,India,788238631,Stub,1314097616,Stub
12787,Rahul Sinha,India,788289620,C,1314097616,C
12788,Angad Singh,India,788422608,Stub,1314097616,Stub
12789,Maya Kodnani,India,788467526,C,1314097616,C
12790,Rajinder Beri,India,788482166,Stub,1314097616,Stub
12791,Mirza Mohammad Afzal Beg,India,788622834,Start,1314097616,Start
12792,Subhash Pasi,India,788705779,Stub,1314097616,Stub
12793,Sharad Vir Singh,India,788705855,Start,1314097616,Start
12794,Somjibhai Damor,India,788706986,Stub,1314097616,Stub
12795,Lalit Narayan Mishra,India,788709265,C,1314097616,C
12796,Abdul Rashid Shaheen,India,788709582,Stub,1314097616,Stub
12797,Sukhdev Singh Dhindsa,India,788713837,Stub,1314097616,Stub
12798,Tek Lal Mahto,India,788714182,Stub,1314097616,Stub
12799,Harcharan Singh Brar,India,788714542,Start,1314097616,Start
12800,Pusapati Vijayarama Gajapati Raju,India,788714613,Start,1314097616,Start
12801,K. L. Shrimali,India,788714784,Stub,1314097616,Stub
12802,Prem Kumar Sharma,India,788714872,Stub,1314097616,Stub
12803,Pratap Chandra Chunder,India,788715119,Start,1314097616,Start
12804,Brij Lal Varma,India,788715122,Stub,1314097616,Stub
12805,Vishno Datt Sharma,India,788715322,Stub,1314097616,Stub
12806,Ujagar Singh Sekhwan,India,788715449,Stub,1314097616,Stub
12807,Prem Singh Chandumajra,India,788715891,Start,1314097616,Start
12808,Kamakhya Narain Singh,India,788716039,Start,1314097616,Start
12809,Aladi Aruna,India,788716246,C,1314097616,C
12810,Dadichiluka Veera Gouri Sankara Rao,India,788719482,Start,1314097616,Start
12811,Surendra Mishra,India,788719515,Stub,1314097616,Stub
12812,P. A. Antony,India,788719751,Stub,1314097616,Stub
12813,Maulana Abdur Rahman,India,788719799,Stub,1314097616,Stub
12814,Krishna Desai,India,788719883,Start,1314097616,Start
12815,Hassan Khan,India,788719990,Start,1314097616,Start
12816,Muhi Ram Saikia,India,788720612,Stub,1314097616,Stub
12817,Liladhar Kotoki,India,788720617,Stub,1314097616,Stub
12818,Neelalohithadasan Nadar,India,788720727,Start,1314097616,Start
12819,Pius Tirkey,India,788721039,Stub,1314097616,Stub
12820,S. M. Banerjee,India,788721217,Start,1314097616,Start
12821,Chintaman Vanaga,India,788721241,Stub,1314097616,Stub
12822,Kanwar Lal Gupta,India,788721424,Stub,1314097616,Stub
12823,Manohar Lal Sondhi,India,788721427,Stub,1314097616,Stub
12824,Gopal Mayekar,India,788721553,Stub,1314097616,Stub
12825,Surendranath Dwivedy,India,788721884,Start,1314097616,Start
12826,Dhanaji Sitaram Ahire,India,788722058,Stub,1314097616,Stub
12827,Vithal Chavan,India,788722110,Stub,1314097616,Stub
12828,Thakur Baldev Singh,India,788722131,Stub,1314097616,Stub
12829,Kinder Lal,India,788722306,Stub,1314097616,Stub
12830,Maitreyee Bose,India,788722685,Stub,1314097616,Stub
12831,Ramakant Angle,India,788722885,Stub,1314097616,Stub
12832,Bhadreswar Tanti,India,788722887,Stub,1314097616,Stub
12833,Kalyan Jain,India,788722918,Stub,1314097616,Stub
12834,W. Wangyuh,India,788723375,Stub,1314097616,Stub
12835,Mani Charenamei,India,788723378,Stub,1314097616,Stub
12836,Madhu Koda,India,788723483,C,1314097616,C
12837,Harish Nagpal,India,788723730,Stub,1314097616,Stub
12838,Hemlal Murmu,India,788723948,Stub,1314097616,Stub
12839,Sajjad Gani Lone,India,788724171,Start,1314097616,Start
12840,Tarun Mandal,India,788724473,Start,1314097616,Start
12841,Rajan Sushant,India,788724675,Stub,1314097616,Stub
12842,Anand Sen Yadav,India,788724982,Stub,1314097616,Stub
12843,Hemant Soren,India,788725007,Start,1314097616,Start
12844,Sewa Singh Sekhwan,India,788725122,Stub,1314097616,Stub
12845,Zafar Saifullah,India,788725225,Stub,1314097616,Stub
12846,C. M. Chang,India,788725403,Stub,1314097616,Stub
12847,Sharanjit Singh Dhillon,India,788725468,Stub,1314097616,Stub
12848,Ismail Hussain,India,788725493,Stub,1314097616,Stub
12849,Joseph Toppo,India,788725509,Stub,1314097616,Stub
12850,Arjun Roy,India,788725525,Stub,1314097616,Stub
12851,Pradeep Kumar Majhi,India,788725613,C,1314097616,C
12852,V. P. Sajeendran,India,788726092,Stub,1314097616,Stub
12853,Harmeet Singh Sandhu,India,788726271,Start,1314097616,Start
12854,Nawang Rigzin Jora,India,788726430,Stub,1314097616,Stub
12855,Yashwant Singh,India,788727017,Stub,1314097616,Stub
12856,Ranjit Singh Brahmpura,India,788727047,Stub,1314097616,Stub
12857,Joice George,India,788727103,Stub,1314097616,Stub
12858,Kamakhya Prasad Tasa,India,788727152,Stub,1314097616,Stub
12859,Dharmendra Kashyap,India,788727163,Stub,1314097616,Stub
12860,Vijay Hansdak,India,788727205,Stub,1314097616,Stub
12861,Tariq Hameed Karra,India,788727281,Stub,1314097616,Stub
12862,Sunil Kumar Singh,India,788727284,Stub,1314097616,Stub
12863,Tapas Mandal,India,788727379,Stub,1314097616,Stub
12864,Shrikant Shinde,India,788727530,Stub,1314097616,Stub
12865,Charanjeet Singh Rori,India,788727561,Stub,1314097616,Stub
12866,Krishan Tyagi,India,788727757,Stub,1314097616,Stub
12867,Vinayakrao Kishanrao Jadhav Patil,India,788727843,Stub,1314097616,Stub
12868,Sangram Arun Jagtap,India,788727845,Stub,1314097616,Stub
12869,Shirish Hiralal Chaudhari,India,788727861,Stub,1314097616,Stub
12870,Ravi Rana,India,788727885,Stub,1314097616,Stub
12871,Sat Prakash Rana,India,788728009,Stub,1314097616,Stub
12872,Ajeet Singh Kharkhari,India,788728013,Stub,1314097616,Stub
12873,Ajay Dutt,India,788728032,Start,1314097616,Start
12874,Praveen Kumar (Delhi politician),India,788728055,Stub,1314097616,Stub
12875,Shiv Charan Goel,India,788728068,Stub,1314097616,Stub
12876,Vijender Garg Vijay,India,788728077,Stub,1314097616,Stub
12877,Rajesh Gupta,India,788728096,Stub,1314097616,Stub
12878,Ajesh Yadav,India,788728103,Start,1314097616,Start
12879,Shri Dutt Sharma,India,788728119,Start,1314097616,Start
12880,Rituraj Govind,India,788728123,Stub,1314097616,Stub
12881,Sukhvir Singh,India,788728136,Stub,1314097616,Stub
12882,Anil Sukhdevrao Bonde,India,788728302,Stub,1314097616,Stub
12883,Pankaj Bhujbal,India,788728347,Stub,1314097616,Stub
12884,Anosh Ekka,India,788728492,Stub,1314097616,Stub
12885,Bhanu Pratap Sahi,India,788728494,Stub,1314097616,Stub
12886,Pradeep Hemsingh Jadhav,India,788728497,Stub,1314097616,Stub
12887,Vasantrao Balwantrao Chavan,India,788728536,Stub,1314097616,Stub
12888,Aneesurrehman,India,788728613,Start,1314097616,Start
12889,Ulhas Patil,India,788728977,Stub,1314097616,Stub
12890,Gaveet Nirmala Ramesh,India,788729238,Stub,1314097616,Stub
12891,Brindaban Goswami,India,788729435,Stub,1314097616,Stub
12892,Girindra Kumar Baruah,India,788729523,Stub,1314097616,Stub
12893,Phani Bhusan Choudhury,India,788729530,Stub,1314097616,Stub
12894,Bhabesh Kalita,India,788729609,Stub,1314097616,Stub
12895,Emmanuel Mosahary,India,788729803,Stub,1314097616,Stub
12896,Altaf Ahmad Wani,India,788729937,Stub,1314097616,Stub
12897,Jayantbhai Patel Boskey,India,788729976,Stub,1314097616,Stub
12898,Geeta Koda,India,788730179,Stub,1314097616,Stub
12899,Vikash Kumar Munda,India,788730183,Stub,1314097616,Stub
12900,Raj Kishore Mahato,India,788730186,Stub,1314097616,Stub
12901,Pawan Kumar Gupta,India,788730189,Stub,1314097616,Stub
12902,Karam Shyam,India,788730202,Stub,1314097616,Stub
12903,Neel Ratan,India,788730290,Stub,1314097616,Stub
12904,Hariram (politician),India,788730308,Stub,1314097616,Stub
12905,Rahul Prakash,India,788730311,Stub,1314097616,Stub
12906,Triveni Ram,India,788730317,Stub,1314097616,Stub
12907,Ramanand Baudh,India,788730320,Stub,1314097616,Stub
12908,Leena Tiwari,India,788730325,Stub,1314097616,Stub
12909,Amar Singh Chaudhary,India,788730330,Stub,1314097616,Stub
12910,Jamuna Prasad,India,788730333,Stub,1314097616,Stub
12911,M. Appavu,India,788764098,Start,1314097616,Start
12912,A. N. Munirathinam,India,788764209,Start,1314097616,Start
12913,M. Abdul Lathief,India,788764226,Start,1314097616,Start
12914,C. Chandrasekaran,India,788764305,Stub,1314097616,Stub
12915,B. M. Mubarak,India,788764592,Stub,1314097616,Stub
12916,Amjed Ullah Khan,India,788890404,Stub,1314097616,Stub
12917,Anand Kumar (sociologist),India,788966222,Start,1314097616,Start
12918,Lal Bahadur Basnet,India,788967812,Start,1314097616,Start
12919,Partap Singh Kairon,India,789139087,C,1314097616,C
12920,Nawab Ali Haider Khan,India,789230984,Stub,1314097616,Stub
12921,Animesh Debbarma,India,789246211,Stub,1314097616,Stub
12922,Eli Ben-Menachem,India,789321136,Start,1314097616,Start
12923,Malkiat Singh Sidhu,India,789368369,Start,1314097616,Start
12924,Badri Datt Pandey,India,789427354,Stub,1314097616,Stub
12925,Lalit Kumar (politician),India,789427710,Stub,1314097616,Stub
12926,Honey Benjamin,India,789444400,Stub,1314097616,Stub
12927,Prasanna Earnest,India,789444415,Start,1314097616,Start
12928,V. Rajendrababu,India,789444445,Start,1314097616,Start
12929,Araber Rahaman,India,789591739,Stub,1314097616,Stub
12930,Lalit Maken,India,789735448,Start,1314097616,Start
12931,Darshan Singh Canadian,India,789735998,Start,1314097616,Start
12932,Shaminder Singh,India,789736744,Start,1314097616,Start
12933,Chowdhary Balbir Singh,India,789736824,Start,1314097616,Start
12934,Muzaffar Hussain Baig,India,789761024,Start,1314097616,Start
12935,Rajkumar Rai,India,789808071,Start,1314097616,Start
12936,Chinmaya Gharekhan,India,789837081,Stub,1314097616,Stub
12937,Shashank (diplomat),India,789847231,Stub,1314097616,Stub
12938,Asgar Ali Karbalai,India,789891149,Start,1314097616,Start
12939,Herbert William Emerson,India,789891504,Stub,1314097616,Stub
12940,Ashok Parnami,India,789915325,Stub,1314097616,Stub
12941,Azimulhaq Pahalwan,India,790082992,Start,1314097616,Start
12942,Fazal Ali,India,790100161,Start,1314097616,Start
12943,Shibdas Ghosh,India,790235504,Start,1314097616,Start
12944,Dalip Mehta,India,790328535,Stub,1314097616,Stub
12945,Aftab Seth,India,790328590,C,1314097616,C
12946,Pulavar K. Govindan,India,790334458,Start,1314097616,Start
12947,T. N. Sadalakshmi,India,790378354,Start,1314097616,Start
12948,Kanwar Lal Meena,India,790453225,Stub,1314097616,Stub
12949,And Who Will Make the Chapatis?,India,790461095,Start,1314097616,Start
12950,Omprakash Babarao Kadu,India,790823169,Start,1314097616,Start
12951,Bedabrata Barua,India,790914932,Stub,1314097616,Stub
12952,Sheila Kaul,India,790971111,C,1314097616,C
12953,Lakshmi N. Menon,India,790971261,Start,1314097616,Start
12954,Sathyavani Muthu,India,790971572,C,1314097616,C
12955,Sanchaman Limboo,India,790974018,Stub,1314097616,Stub
12956,Bhagwan Singh Gyanee,India,791295147,Stub,1314097616,Stub
12957,Bhojsing Gurdinomal Pahalajani,India,791319177,Stub,1314097616,Stub
12958,Kumar Sushant Singh,India,791368367,Stub,1314097616,Stub
12959,Kamal Kishore Bhagat,India,791419006,Stub,1314097616,Stub
12960,Rasheed Masood,India,791419100,Start,1314097616,Start
12961,Jagdish Sharma,India,791419261,Start,1314097616,Start
12962,C.P. Narayanan,India,791432933,Stub,1314097616,Stub
12963,Binay Ranjan Sen,India,791485337,Start,1314097616,Start
12964,Khagendra Nath Dasgupta,India,791557518,Start,1314097616,Start
12965,Shurhozelie Liezietsu,India,791609826,Start,1314097616,Start
12966,Arun Kumar Singh,India,791693207,Stub,1314097616,Stub
12967,Jaffer Hussain,India,791722663,Stub,1314097616,Stub
12968,Amarnath Gami,India,791730250,Stub,1314097616,Stub
12969,Jagannath Mishra,India,791767179,Start,1314097616,Start
12970,Gurjeet Singh Aujla,India,791824057,Stub,1314097616,Stub
12971,Hari Dev Joshi,India,791948212,Stub,1314097616,Stub
12972,As'ad Madani,India,791972162,Stub,1314097616,Stub
12973,V. C. Palanisami Gounder,India,791994111,Stub,1314097616,Stub
12974,Hemchandra Kanungo,India,792057608,Start,1314097616,Start
12975,David Jacob Cohen,India,792077230,Stub,1314097616,Stub
12976,Political families of West Bengal,India,792161177,Start,1314097616,Start
12977,Parthasarathy Reddy,India,792162276,Stub,1314097616,Stub
12978,N. Padmalochanan,India,792184018,Stub,1314097616,Stub
12979,C. Jayan Babu,India,792184118,Stub,1314097616,Stub
12980,M. Bhaskaran,India,792184265,Stub,1314097616,Stub
12981,K. Venkatesh,India,792315756,Stub,1314097616,Stub
12982,Madhavrao Bagal,India,792316482,C,1314097616,C
12983,K. Kunhali,India,792391246,Start,1314097616,Start
12984,Praveen Agrawal,India,792440851,Stub,1314097616,Stub
12985,Shanti Swaroop Dhavan,India,792507219,Start,1314097616,Start
12986,Alimineti Madhava Reddy,India,792590145,Start,1314097616,Start
12987,Satish Chavan,India,792896300,Stub,1314097616,Stub
12988,Minimata Agam Dass Guru,India,793028762,Start,1314097616,Start
12989,Mohan Lal Chakma,India,793107823,Stub,1314097616,Stub
12990,Kalpana Saini,India,793209526,Start,1314097616,Start
12991,Sanju Devi,India,793216451,Stub,1314097616,Stub
12992,Brahm Dutt Dwivedi,India,793216514,Stub,1314097616,Stub
12993,Rajbala,India,793216860,Start,1314097616,Start
12994,Vikramjeet (politician),India,793217757,Start,1314097616,Start
12995,Sahender Singh,India,793218288,Stub,1314097616,Stub
12996,Ambika Soni,India,793221762,Start,1314097616,Start
12997,Kahkashan Perween,India,793222263,Stub,1314097616,Stub
12998,Mahila Rashtriya Sangha,India,793222606,Start,1314097616,Start
12999,Chandrima Bhattacharya,India,793225033,Stub,1314097616,Stub
13000,Haider Aziz Safwi,India,793244092,Start,1314097616,Start
13001,Maganbhai Barot,India,793341226,Stub,1314097616,Stub
13002,Ranbir Singh Prajapati,India,793354600,Stub,1314097616,Stub
13003,Akshay Pratap Singh,India,793359998,Stub,1314097616,Stub
13004,Dipak Singh,India,793360527,Stub,1314097616,Stub
13005,Hanif Awan,India,793632365,Stub,1314097616,Stub
13006,Nihim D. Shira,India,793796106,Stub,1314097616,Stub
13007,Chow Tewa Mein,India,794088033,Stub,1314097616,Stub
13008,Niral Enem Horo,India,794174191,Stub,1314097616,Stub
13009,Birajit Sinha,India,794204619,Start,1314097616,Start
13010,T N Haokip,India,794205529,Stub,1314097616,Stub
13011,Mohammed Faizal P. P.,India,794262328,Stub,1314097616,Stub
13012,Santokben Jadeja,India,794386188,Start,1314097616,Start
13013,Meera Shankar,India,794462074,Start,1314097616,Start
13014,Kali Ranjan Deb,India,794539329,Stub,1314097616,Stub
13015,Hit Abhilashi,India,794735307,Stub,1314097616,Stub
13016,Balwantrai Mehta,India,794780127,Start,1314097616,Start
13017,One Life Is Not Enough,India,795164328,Start,1314097616,Start
13018,Anthony Lancelot Dias,India,795345107,Stub,1314097616,Stub
13019,Hemesh Kharkwal,India,795394882,Stub,1314097616,Stub
13020,Armstrong Pame,India,795464599,Start,1314097616,Start
13021,Shyamal Kumar Sen,India,795608804,Start,1314097616,Start
13022,Sudesh Mahto,India,795752935,Stub,1314097616,Stub
13023,Bibha Ghosh Goswami,India,795816231,Start,1314097616,Start
13024,Peela Govinda Satyanarayana,India,795900234,Stub,1314097616,Stub
13025,Brahm Prakash (politician),India,795921402,Start,1314097616,Start
13026,Debabrata Bandyopadhyay,India,796094124,Stub,1314097616,Stub
13027,Naina Singh Chautala,India,796304081,Stub,1314097616,Stub
13028,Deepa Dasmunsi,India,796304094,Start,1314097616,Start
13029,P. K. Jayalakshmi,India,796304143,Start,1314097616,Start
13030,Panabaka Lakshmi,India,796304166,Start,1314097616,Start
13031,Niranjan Jyoti,India,796304175,Start,1314097616,Start
13032,Paramjit Kaur Gulshan,India,796304183,Stub,1314097616,Stub
13033,Kamsa Meghwal,India,796338486,Stub,1314097616,Stub
13034,Birendra Narayan Chakraborty,India,796390599,Start,1314097616,Start
13035,Ajjampur Rangaiah Ghanashyam,India,796410046,Stub,1314097616,Stub
13036,Ashley J. Tellis,India,796537845,Stub,1314097616,Stub
13037,Political families of Gujarat,India,796547745,Stub,1314097616,Stub
13038,Jaipal Reddy,India,796666016,C,1314097616,C
13039,Vishnu Gupta,India,796855002,Stub,1314097616,Stub
13040,Thupstan Chhewang,India,796887436,Start,1314097616,Start
13041,Jaleshwar Mahato,India,796921779,Stub,1314097616,Stub
13042,Sibakatullah Ansari,India,797060452,Stub,1314097616,Stub
13043,M. M. Rajendran,India,797122457,Stub,1314097616,Stub
13044,Ch. Chhunga,India,797181768,Start,1314097616,Start
13045,Mohammad Shafi Bhat,India,797184459,Stub,1314097616,Stub
13046,Raj Kumar Jaichandra Singh,India,797221701,Start,1314097616,Start
13047,Nagore E. M. Hanifa,India,797344435,Start,1314097616,Start
13048,Sunil Chhatrapal Kedar,India,797363573,Stub,1314097616,Stub
13049,Bhairab Dutt Pande,India,797407357,Stub,1314097616,Stub
